"codename","card_codename","set_codename","en_flavor","cn_flavor","illustrator","position","quantity","released_by"
"09015","resistor","data_and_destiny","""In the Olden Times, a 'resistor' was a vital component of practically all electronic equipment. You know, back when dinosaurs roamed the Earth."" -Chaos Theory","“在古代，'电阻器'曾是几乎所有电子设备都必需的一个元件。你懂的，那时恐龙还在地球上转悠。” —混沌希尔瑞","Mariusz Siergiejew","15","3","fantasy_flight_games"
"09016","special_offer","data_and_destiny","""If I didn't know better, I'd say they got the better end of that deal."" -John Masanori","“要不是我清楚状况，我会说他们在这笔买卖里占了便宜。” —约翰·正德","Hannah Christenson","16","3","fantasy_flight_games"
"09017","tl_dr","data_and_destiny","//tl;dr duplicate the subs on the next piece of ice","//太长；不看 复制下一层防火墙上的子进程。","Ed Mattinian","17","3","fantasy_flight_games"
"09018","turnpike","data_and_destiny","""Stay out of the fast lanes! If speed's your only concern, you're already tagged and halfway to fragged."" -g00ru","“别进快车道！假如你只关心速度，你就已经难逃一锁，只等着挂彩了。” —精神0袖","Donald Crank","18","3","fantasy_flight_games"
"09019","24_7_news_cycle","data_and_destiny","The only thing worse than bad news...","唯一比坏消息更可怕的事…","Thomas Williams","19","3","fantasy_flight_games"
"09020","ad_blitz","data_and_destiny","","","Johan Törnlund","20","3","fantasy_flight_games"
"09021","media_blitz","data_and_destiny","","","Dmitry Prosvirnin","21","3","fantasy_flight_games"
"09022","the_all_seeing_i","data_and_destiny","""Only with perfect information can we develop the perfect strategy."" -The Playbook","“唯有掌控完美信息，方能制定完美策略。” —《战术手册》","Matt Zeilinger","22","3","fantasy_flight_games"
"09023","surveillance_sweep","data_and_destiny","","","Simon Weaner","23","3","fantasy_flight_games"
"09024","keegan_lane","data_and_destiny","""We use ice on our servers. More runners should ice their own rigs.""","“我们用防火墙保护服务器。潜袭者们也应当如此保护自己的设备。”","Joshua Meehan","24","3","fantasy_flight_games"
"09025","rutherford_grid","data_and_destiny","To the worlds sitting on the couch and watching threedee, Rutherford District might as well be all of New Angeles.","对于窝在沙发里看三维影像的世界而言，卢瑟福区堪称新洛杉矶的全部。","Johan Törnlund","25","3","fantasy_flight_games"
"09026","global_food_initiative","data_and_destiny","""Corporations are made up of people. It's ridiculous to think they'd be either all good or all bad."" -Sunny Lebeau","“公司由人组成。认为他们全都善良或全都邪恶是荒谬的。” —桑妮·勒博","Meg Owenson","26","3","fantasy_flight_games"
"09027","launch_campaign","data_and_destiny","","","Elisabeth Alba","27","3","fantasy_flight_games"
"09028","assassin","data_and_destiny","Bounce rate is a well-understood measure of ice strength. But it is not the only measure.","用弹回率来衡量防火墙的强度很好理解。但它不是唯一的衡量指标。","Andreas Zafiratos","28","3","fantasy_flight_games"
"09029","apex_invasive_predator","data_and_destiny","","","Liiga Smilshkalne","29","3","fantasy_flight_games"
"09030","apocalypse","data_and_destiny","THE DESTROYER OF WORLDS","","Shawn Ye Zhongyi","30","3","fantasy_flight_games"
"09031","prey","data_and_destiny","","","Ethan Patrick Harris","31","3","fantasy_flight_games"
"09032","heartbeat","data_and_destiny","""Meantime the hellish tattoo of the heart increased. It grew quicker and quicker, and louder and louder every instant."" -Edgar Allan Poe","“与此同时，那可恶的心跳在不断加剧。它一下快过一下，一声高过一声。” —埃德加·爱伦·坡","Thomas Williams","32","3","fantasy_flight_games"
"09033","endless_hunger","data_and_destiny","""I've been monitoring the anomaly's activity across the New Angeles Pacifica and Andea trunk lines and associated nodes. I have yet to detect a predictable pattern or even to formulate a theory as to the anomaly's nature."" -Joséo Greene, SYNC Analyst","“我一直监测着该异物在新洛杉矶太平洋干线、安第斯干线及相关节点的活动。目前我尚未发现可预测的模式，甚至还无法用理论来系统地阐述该异物的本质。” —信网同步分析师，荷西欧·葛林","Hannah Christenson","33","3","fantasy_flight_games"
"09034","harbinger","data_and_destiny","I AM BECOME DEATH","","Adam S. Doyle","34","3","fantasy_flight_games"
"09035","hunting_grounds","data_and_destiny","""There's parts of the Network now that are different from how they used to be. I can't put my finger on it; just something twitching at my ganglion through my BMI."" -Reeve","“有一部分网域现已不再是昔日模样。我不能将手指放上去；某种东西透过脑机接口，在我的神经节里抽动着。” —里夫","Adam S. Doyle","35","3","fantasy_flight_games"
"09036","wasteland","data_and_destiny","Data goes in. Nothing comes out.","数据进入。无物复出。","Simon Weaner","36","3","fantasy_flight_games"
"09037","adam_compulsive_hacker","data_and_destiny","","","Matt Zeilinger","37","3","fantasy_flight_games"
"09038","independent_thinking","data_and_destiny","Adam raised the hammer. He was free.","亚当举起了锤头。他自由了。","Del Borovic","38","3","fantasy_flight_games"
"09039","brain_chip","data_and_destiny","","","Jessada Sutthi","39","3","fantasy_flight_games"
"09040","multithreader","data_and_destiny","Bioroids have two brains running in parallel, each capable of running sophisticated programming. There are certain advantages to the setup.","生化人有两个并行运行的大脑，每一个都能运行复杂的程序。这在设定上是有一定优势的。","Lili Ibrahim","40","3","fantasy_flight_games"
"09041","always_be_running","data_and_destiny","The Second Directive requires a bioroid to complete its primary function above all other considerations, save the First Directive.","第二指令要求生化人对其基本职能的执行凌驾一切因素之上，除第一指令外。","Lili Ibrahim","41","3","fantasy_flight_games"
"09042","dr_lovegood","data_and_destiny","""You look tore up, kid. Have a seat, I'll fire up the arc welder.""","“你看起来快要散架了，孩子。先坐会儿，我去启动弧焊机。”","Tiffany Turrill","42","3","fantasy_flight_games"
"09043","neutralize_all_threats","data_and_destiny","The Third Directive requires a bioroid to preserve its ability to function and report frequently to Haas-Bioroid for repairs and updates.","第三指令要求生化人维系正常工作能力，时常回哈斯生化报到以便修理升级。","Tadas Sidlauskas","43","3","fantasy_flight_games"
"09044","safety_first","data_and_destiny","The First Directive forbids a bioroid from harming, or through inaction allowing harm to befall, a human being.","第一指令禁止生化人伤害，和以不作为致使伤害降临于，任何人类。","Timur Shevtsov","44","3","fantasy_flight_games"
"09045","sunny_lebeau_security_specialist","data_and_destiny","""Mommy will be home soon, sweetie. She has to kick some ass first.""","“宝贝，妈咪很快就回家了。但她得先教训那些家伙。”","Matt Zeilinger","45","3","fantasy_flight_games"
"09046","security_chip","data_and_destiny","Fortunately, Globalsec buys them by the case.","幸好，全球保卫组成箱采购了它们。","Lucas Durham","46","3","fantasy_flight_games"
"09047","security_nexus","data_and_destiny","","","Lili Ibrahim","47","3","fantasy_flight_games"
"09048","gs_striker_m1","data_and_destiny","Bigger.","更大。","Ethan Patrick Harris","48","3","fantasy_flight_games"
"09049","gs_shrike_m2","data_and_destiny","Badder.","更爆。","Donald Crank","49","3","fantasy_flight_games"
"09050","gs_sherman_m3","data_and_destiny","Boom.","炸。","Ethan Patrick Harris","50","3","fantasy_flight_games"
"09051","globalsec_security_clearance","data_and_destiny","She approached the server, flashed her credentials, and passed straight through. She wondered what it said about her that doing things the legal way felt like cheating.","她接驳到服务器，刷好凭证，直接通过。所谓合法办事却有欺诈之嫌，她思忖着话中意味。","Andreas Zafiratos","51","3","fantasy_flight_games"
"09052","jak_sinclair","data_and_destiny","""I got an early start today...or maybe I forgot to go home last night.""","“我今天来得可早啦…也可能我昨晚忘了回家。”","Joshua Meehan","52","3","fantasy_flight_games"
"09053","employee_strike","data_and_destiny","""Are you crazy? We can't send in prisec until the media gets bored and goes home.""","“你疯了吗？在媒体厌倦此事并打道回府前，我们不能派出私卫。”","Dmitry Prosvirnin","53","3","fantasy_flight_games"
"09054","windfall","data_and_destiny","She tried to remember who he was. Not that it mattered anymore.","她试图追忆他是谁。但那已经不重要了。","Rebecca Sorge","54","3","fantasy_flight_games"
"09055","technical_writer","data_and_destiny","Technically correct: the best kind of correct.","技术正确：最佳正确。","Elisabeth Alba","55","3","fantasy_flight_games"
"10039","political_graffiti","democracy_and_dogma","","","Chris Newman","39","3","fantasy_flight_games"
"10040","nero_severn_information_broker","democracy_and_dogma","""Credits spend anywhere in the worlds, but there are other forms of currency.""","“信用点在世界各地通用，但还有其他形式的货币。”","Adam Schumpert","40","3","fantasy_flight_games"
"10041","reflection","democracy_and_dogma","""I'm on a need-to-know basis. I need to know everything."" -Nero Severn","“我坚守'唯需知者知'准则。我需要知晓所有的事情。” —尼禄·塞文","Maciej Rebisz","41","3","fantasy_flight_games"
"10042","spy_camera","democracy_and_dogma","","","Lucas Durham","42","6","fantasy_flight_games"
"10043","political_operative","democracy_and_dogma","Leverage, secrets, access, and influence are currency as valuable as credits. But credits work, too.","手段，秘密，特权与影响力都是和信用点一样有价值的货币。当然，信用点也管用。","Caroline Gariba","43","3","fantasy_flight_games"
"10044","sadyojata","democracy_and_dogma","The Creator.","创造者。","Liiga Smilshkalne","44","3","fantasy_flight_games"
"10045","freedom_through_equality","democracy_and_dogma","","","Dane Cozens","45","3","fantasy_flight_games"
"10046","akshara_sareen","democracy_and_dogma","""Our shared humanity is our greatest strength. And as we share more broadly, our strength grows, not dwindles.""","我们共有的人性是我们最强大的力量。只要我们更广泛地相通，这力量就只会增强，不会减弱。","Anna Edwards","46","3","fantasy_flight_games"
"10047","councilman","democracy_and_dogma","""Bureaucracy and red tape have been weaponized."" -Fake-ir","“官僚体制与繁文缛节已然武器化。” —诽基尔","Timur Shevtsov","47","3","fantasy_flight_games"
"10048","voting_machine_initiative","democracy_and_dogma","","","Marko Fiedler","48","3","fantasy_flight_games"
